"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Illvoi Light Jammer","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","60","False","False","0.16"
"2","2","Illvoi Operative","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","61","False","False","0.16"
"2","2","Illvoi Operative","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","61","False","False","0.12"
"1","1","Immard, the Stormcleaver","sld","Near Mint","English","","","2024-11-22 11:48:15.790000","434","False","False",""
"1","1","Immersturm Predator","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","660","False","False",""
"1","1","Immersturm Predator","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","660","False","False",""
"1","1","Immortal Obligation","mkc","Near Mint","German","","","2024-11-22 15:16:12.420000","10","False","False",""
"1","1","Imotekh the Stormlord","40k","Near Mint","English","foil","","2024-11-22 15:20:41.897000","169","False","False",""
"1","1","Impact Tremors","fdn","Near Mint","English","foil","","2024-11-24 18:24:36.417000","717","False","False",""
"1","1","Impact Tremors","fdn","Near Mint","English","foil","","2024-11-22 14:40:56.793000","717","False","False",""
"1","1","Impeccable Timing","kld","Near Mint","English","","","2024-11-24 19:39:48.927000","19","False","False",""
"1","1","Impending Flux","who","Near Mint","English","","","2024-11-22 15:20:39.097000","87","False","False",""
"1","1","Imperial Recovery Unit","neo","Near Mint","English","","","2024-11-22 20:34:38.470000","18","False","False",""
"1","1","Imperial Seal","j16","Near Mint","English","foil","","2024-11-22 15:17:40.900000","6","False","True",""
"2","2","Imperious Perfect","fdn","Near Mint","English","foil","","2024-11-24 18:24:36.417000","719","False","False",""
"2","2","Imperious Perfect","fdn","Near Mint","English","foil","","2024-11-22 14:40:56.793000","719","False","False",""
"2","2","Impervious Greatwurm","grn","Near Mint","English","foil","","2024-11-22 15:05:20.140000","273","False","True",""
"1","1","Impossible Inferno","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","140","False","False",""
"1","1","Imposter Mech","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","13","False","False",""
"1","1","Imprisoned in the Moon","inr","Near Mint","English","","","2025-01-28 17:58:59.833000","69","False","False","0.13"
"1","1","Imprisoned in the Moon","moc","Near Mint","English","","","2024-11-22 15:15:45.803000","224","False","True",""
"1","1","Imp's Mischief","plc","Near Mint","English","","","2024-11-22 15:16:26.250000","72","False","True",""
"1","1","Imps' Taunt","plst","Near Mint","English","","","2025-07-16 10:38:18.707000","TMP-138","False","False",""
"1","1","In Garruk's Wake","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","759","False","False",""
"1","1","In the Darkness Bind Them","ltc","Near Mint","English","","","2024-11-22 15:19:33.827000","58","False","False",""
"1","1","In the Trenches","sld","Near Mint","English","","","2024-11-28 10:08:16.463000","1729","False","False",""
"1","1","Incarnation Technique","c21","Near Mint","English","","","2024-11-22 15:20:33.160000","41","False","False",""
"1","1","Incinerating Blast","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","90","False","False",""
"1","1","Incorrigible Youths","soi","Near Mint","English","","","2024-11-24 19:39:48.927000","166","False","False",""
"1","1","Incubation Druid","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","309","False","False",""
"1","1","Indebted Spirit","mh3","Near Mint","English","foil","","2024-11-24 19:39:48.927000","31","False","False",""
"2","2","Indomitable Archangel","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","85","False","False",""
"1","1","Indomitable Creativity","otp","Near Mint","English","","","2024-11-22 15:18:38.753000","25","False","True",""
"1","1","Indomitable Will","thb","Near Mint","English","","","2024-11-24 19:39:48.927000","25","False","False",""
"1","1","Inevitable Defeat","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","194","False","False","0.26"
"1","1","Inevitable Defeat","tdm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","194","False","False","0.33"
"1","1","Inevitable Defeat","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","194","False","False","0.02"
"1","1","Inexorable Tide","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","265","False","False",""
"1","1","Infantry Shield","tdc","Near Mint","English","","","2025-07-26 09:18:22.063000","35","False","False","6.66"
"1","1","Infantry Shield","tdc","Near Mint","English","","","2025-05-06 15:17:00.747000","35","False","False","0.75"
"2","2","Infernal Grasp","mid","Near Mint","English","","","2024-11-22 15:05:20.140000","107","False","True",""
"1","1","Infernal Grasp","dsc","Near Mint","English","","","2024-11-24 19:39:48.927000","143","False","False",""
"1","1","Infernal Grasp","eoc","Near Mint","English","","","2025-07-18 12:41:35.500000","84","False","False",""
"1","1","Infernal Offering","c21","Near Mint","English","","","2024-11-22 15:20:33.160000","146","False","False",""
"1","1","Infernal Phantom","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","141","False","False",""
"1","1","Infernal Vessel","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","63","False","False",""
"1","1","Inferno Titan","ltc","Near Mint","English","","","2024-11-22 15:19:33.827000","223","False","False",""
"1","1","Infestation Sage","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","64","False","False",""
"2","2","Infestation Sage","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","64","False","False",""
"2","2","Infestation Sage","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","64","False","False",""
"1","1","Inga Rune-Eyes","cmm","Near Mint","English","foil","","2025-01-15 16:47:45.420000","100","False","False",""
"1","1","Ingenious Artillerist","clb","Near Mint","English","","","2024-11-22 15:18:38.753000","182","False","True",""
"1","1","Ingenious Infiltrator","mh1","Near Mint","English","foil","","2024-11-22 15:17:40.900000","204","False","True",""
"1","1","Ingenious Leonin","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","495","False","False",""
"1","1","Ingenious Prodigy","woe","Near Mint","English","foil","","2024-11-22 15:17:40.900000","333","False","True",""
"1","1","Inherited Envelope","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","242","False","False",""
"1","1","Inkfathom Infiltrator","shm","Near Mint","English","","","2024-11-22 15:15:45.803000","167","False","True",""
"1","1","Inkshield","c21","Near Mint","English","","","2024-11-22 15:16:48.233000","71","False","True",""
"1","1","Inkshield","dsc","Near Mint","English","","","2024-11-22 15:20:45.317000","221","False","False",""
"1","1","Inkshield","c21","Near Mint","English","","","2024-11-22 15:20:33.160000","71","False","False",""
"6","6","Inner Demons Gangsters","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","57","False","False","0.14"
"1","1","Innkeeper's Talent","blb","Near Mint","English","foil","","2024-11-22 15:16:26.250000","180","False","True",""
"1","1","Innkeeper's Talent","blb","Near Mint","German","foil","","2025-01-02 16:22:15.167000","180","False","False",""
"1","1","Innocuous Rat","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","103","False","False",""
"1","1","Inquisitive Glimmer","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","217","False","False",""
"1","1","Inquisitive Glimmer","dsk","Near Mint","English","foil","","2024-11-24 19:39:48.927000","217","False","False",""
"1","1","Inquisitor Eisenhorn","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","127","False","False",""
"1","1","Inquisitor Greyfax","40k","Near Mint","English","foil","","2024-11-22 15:16:41.393000","173","False","False",""
"1","1","Inquisitorial Rosette","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","159","False","False",""
"6","6","Insatiable Skittermaw","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","108","False","False","0.12"
"1","1","Inscription of Abundance","dsc","Near Mint","English","","","2025-01-03 20:37:32.927000","186","False","False",""
"1","1","Insidious Fungus","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","321","False","False",""
"1","1","Insidious Roots","mkm","Near Mint","English","","","2025-09-19 09:34:34.773000","313","False","False","1.81"
"1","1","Insight Engine","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","6","False","False",""
"1","1","Insomnia, Crown City","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","282","False","False","0.06"
"4","4","Insomnia, Crown City","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","282","False","False",""
"1","1","Inspiring Call","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","226","False","False",""
"1","1","Inspiring Call","fic","Near Mint","English","","","2025-05-16 12:21:48.280000","310","False","False",""
"1","1","Inspiring Call","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","226","False","False",""
"1","1","Inspiring Captain","inr","Near Mint","English","","","2025-05-06 15:17:00.747000","28","False","False","0.02"
"1","1","Inspiring Leader","clb","Near Mint","English","","","2024-11-22 15:19:01.127000","28","False","True",""
"1","1","Inspiring Overseer","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","496","False","False",""
"1","1","Inspiring Overseer","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","496","False","False",""
"1","1","Inspiring Refrain","who","Near Mint","English","","","2024-11-22 15:20:30.043000","216","False","False",""
"1","1","Inspiring Statuary","fic","Near Mint","English","","","2025-05-16 12:21:41.457000","347","False","False",""
"1","1","Inspiring Vantage","sld","Near Mint","English","foil","","2024-11-22 11:47:44.423000","1605★","False","False",""
"1","1","Inspirit, Flagship Vessel","eoc","Near Mint","English","foil","","2025-07-18 12:42:44.160000","2","False","False",""
"3","3","Instant Ramen","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","259","False","False","0.09"
"2","2","Instant Ramen","fin","Near Mint","English","foil","","2025-07-26 09:17:37.360000","259","False","False",""
"2","2","Instant Ramen","fin","Near Mint","German","","","2025-07-26 09:17:37.360000","259","False","False",""
"1","1","Intangible Virtue","inr","Near Mint","English","","","2025-05-06 15:17:00.747000","29","False","False","0.15"
"1","1","Intangible Virtue","cmr","Near Mint","English","","","2024-11-22 15:19:01.127000","24","False","True",""
"1","1","Intelligence Bobblehead","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","134","False","False",""
"1","1","Interceptor Mechan","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","220","False","False","0.17"
"1","1","Interceptor, Shadow's Hound","fic","Near Mint","English","","","2025-05-16 12:21:33.833000","47","False","False",""
"1","1","Interdimensional Web Watch","spm","Near Mint","English","foil","","2025-09-23 09:54:41.323000","165","False","False",""
"1","1","Interface Ace","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","17","False","False","0.15"
"1","1","Interplanar Beacon","war","Near Mint","English","","","2024-11-22 15:16:26.250000","247","False","True",""
"1","1","Intimidation Tactics","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","92","False","False","0.39"
"1","1","Intimidation Tactics","dft","Near Mint","English","","","2025-02-12 11:20:40.577000","92","False","False","0.29"
"1","1","Into the Flood Maw","blb","Near Mint","English","","","2024-11-24 19:39:48.927000","52","False","False",""
"1","1","Into the North","csp","Near Mint","English","","","2024-11-22 15:18:44.773000","111","False","True",""
"2","2","Into the North","csp","Near Mint","English","","","2024-11-22 15:05:20.140000","111","False","True",""
"1","1","Into the Roil","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","509","False","False",""
"1","1","Into the Roil","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","509","False","False",""
"1","1","Into the Story","fic","Near Mint","English","","","2025-05-16 12:21:37.797000","266","False","False",""
"1","1","Into the Time Vortex","who","Near Mint","English","","","2024-11-22 15:20:39.097000","88","False","False",""
"1","1","Intrepid Tenderfoot","eoe","Near Mint","English","","","2025-07-26 09:56:55.443000","193","False","False","0.27"
"3","3","Intrepid Tenderfoot","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","193","False","False","0.15"
"1","1","Intruder Alarm","wot","Near Mint","English","","","2024-11-22 20:34:38.470000","21","False","False",""
"1","1","Invasion of Ikoria // Zilortha, Apex of Ikoria","mom","Near Mint","English","","","2024-11-22 15:17:03.653000","190","False","True",""
"2","2","Invasion of Ikoria // Zilortha, Apex of Ikoria","mom","Near Mint","English","","","2024-11-22 15:05:20.140000","190","False","True",""
"2","2","Invasion of Moag // Bloomwielder Dryads","mom","Near Mint","English","foil","","2024-11-22 13:13:10.730000","237","False","False",""
"2","2","Invasive Maneuvers","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","137","False","False","0.21"
"2","2","Inventors' Fair","kld","Near Mint","English","","","2025-03-31 14:21:49.867000","247","False","True",""
"1","1","Inventors' Fair","sld","Near Mint","English","","","2024-11-28 10:07:16.357000","1735","False","False",""
"1","1","Inventory Management","pip","Near Mint","English","","","2025-08-07 09:00:13.393000","105","False","False",""
"1","1","Invigorating Surge","m21","Near Mint","English","","","2024-11-24 19:39:48.927000","190","False","False",""
"1","1","Involuntary Employment","fdn","Near Mint","English","","","2024-11-24 19:39:48.927000","203","False","False",""
"1","1","Ioreth of the Healing House","ltr","Near Mint","English","","","2024-11-24 19:39:48.927000","56","False","False",""
"1","1","Irascible Wolverine","otj","Near Mint","English","","","2025-03-26 18:17:47.467000","130","False","False",""
"1","1","Iraxxa, Empress of Mars","who","Near Mint","English","","","2024-11-22 15:20:39.097000","89","False","False",""
"1","1","Irenicus's Vile Duplication","clb","Near Mint","English","foil","","2024-11-22 15:15:45.803000","78","False","True",""
"1","1","Iron Giant","fin","Near Mint","English","foil","","2025-09-19 09:34:34.773000","260","False","False","0.12"
"2","2","Iron Giant","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","260","False","False",""
"3","3","Iron Giant","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","260","False","False","0.05"
"1","1","Iron Man, Titan of Innovation","sld","Near Mint","English","","","2024-11-28 10:07:16.357000","1731","False","False",""
"1","1","Iron Mastiff","clb","Near Mint","English","foil","","2024-11-24 19:39:48.927000","317","False","False",""
"1","1","Ironsoul Enforcer","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","7","False","False",""
"1","1","Irregular Cohort","clb","Near Mint","English","","","2024-11-22 15:20:35.913000","696","False","False",""
"2","2","Irrigated Farmland","who","Near Mint","English","","","2024-11-22 15:16:16.183000","288","False","False",""
"1","1","Irrigated Farmland","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","268","False","False",""
"1","1","Irrigated Farmland","drc","Near Mint","English","","","2025-02-07 23:56:56.013000","161","False","False",""
"1","1","Irrigated Farmland","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","162","False","False",""
"1","1","Ishgard, the Holy See // Faith & Grief","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","283","False","False","0.97"
"4","4","Ishgard, the Holy See // Faith & Grief","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","283","False","False",""
"6","6","Island","fin","Near Mint","English","","","2025-05-16 12:21:48.280000","298","False","False",""
"9","9","Island","fin","Near Mint","English","","","2025-06-08 10:39:25.900000","299","False","False",""
"3","3","Island","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","270","False","False","0.20"
"3","3","Island","eoe","Near Mint","English","","","2025-07-18 12:42:44.160000","269","False","False",""
"8","8","Island","mh3","Near Mint","English","","","2025-02-12 09:57:14.543000","313","False","False",""
"13","13","Island","dsk","Near Mint","English","","","2024-11-22 15:20:45.317000","280","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","285","False","False",""
"8","8","Island","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","274","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","284","False","False",""
"8","8","Island","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","275","False","False",""
"9","9","Island","dft","Near Mint","English","","","2025-02-07 23:57:06.363000","280","False","False",""
"1","1","Island","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","508","False","False","0.46"
"1","1","Island","tdm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","273","False","False","0.63"
"1","1","Island","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","299","False","False","0.20"
"1","1","Island","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","298","False","False","0.21"
"2","2","Island","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","263","False","False","0.34"
"1","1","Island","eoe","Near Mint","English","foil","","2025-07-26 09:56:55.443000","270","False","False","0.21"
"1","1","Island","eoe","Near Mint","English","","","2025-07-30 21:33:35.050000","269","False","False","0.14"
"1","1","Island","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","190","False","False","0.26"
"1","1","Island","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","273","False","False","0.63"
"8","8","Island","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","275","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2025-09-23 09:54:41.323000","275","False","False","0.13"
"1","1","Island","neo","Near Mint","Japanese","foil","","2024-11-22 15:17:40.900000","296","False","True",""
"12","12","Island","neo","Near Mint","English","","","2024-11-22 20:34:38.470000","285","False","False",""
"9","9","Island","clb","Near Mint","English","","","2024-11-22 15:20:48.350000","456","False","False",""
"5","5","Island","40k","Near Mint","English","","","2024-11-22 15:16:41.393000","307","False","False",""
"11","11","Island","j22","Near Mint","English","","","2024-11-22 15:15:45.803000","101","False","True",""
"1","1","Island","mom","Near Mint","English","foil","","2024-11-22 13:12:58.113000","285","False","False",""
"5","5","Island","who","Near Mint","English","","","2024-11-22 15:20:51.547000","199","False","False",""
"3","3","Island","ltr","Near Mint","English","","","2024-11-22 15:19:33.827000","264","False","False",""
"3","3","Island","ltr","Near Mint","English","","","2024-11-22 15:19:33.827000","265","False","False",""
"6","6","Island","who","Near Mint","English","","","2024-11-22 15:20:51.547000","198","False","False",""
"5","5","Island","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","319","False","False",""
"3","3","Island","lci","Near Mint","English","","","2024-11-22 15:15:33.823000","396","False","False",""
"3","3","Island","lci","Near Mint","English","","","2024-11-22 15:15:33.823000","395","False","False",""
"1","1","Island","mkm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","273","False","False","0.29"
"1","1","Island","mh3","Near Mint","English","foil","","2025-08-23 21:56:00.430000","305","False","False",""
"6","6","Island","otj","Near Mint","English","","","2025-02-12 10:27:21.743000","280","False","True",""
"1","1","Island","otj","Near Mint","English","foil","","2025-07-26 09:56:55.443000","279","False","False","0.12"
"1","1","Island","c18","Near Mint","English","","","2025-02-12 11:20:40.577000","298","False","False","0.10"
"3","3","Island","und","Near Mint","English","","","2025-03-31 14:21:49.867000","89","False","True",""
"2","2","Island","neo","Near Mint","Japanese","","","2024-11-22 15:18:30.103000","296","False","True",""
"1","1","Island","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","285","False","False",""
"8","8","Island","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","274","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","284","False","False",""
"1","1","Isochron Scepter","ema","Near Mint","English","","","2025-07-02 14:11:07.187000","223","False","False",""
"1","1","Isochron Scepter","mrd","Near Mint","English","","","2025-06-23 13:14:21.280000","188","False","True",""
"1","1","Isolated Chapel","ltc","Near Mint","English","","","2024-11-22 15:16:38.547000","318","False","False",""
"1","1","Isolated Chapel","drc","Near Mint","English","","","2025-02-07 23:56:56.013000","162","False","False",""
"2","2","Isolated Chapel","fic","Near Mint","English","","","2025-05-16 12:21:37.797000","405","False","False",""
"1","1","It That Heralds the End","mh3","Near Mint","English","","","2025-03-31 14:21:49.867000","9","False","True",""
"2","2","Item Shopkeep","fin","Near Mint","German","","","2025-07-26 09:17:37.360000","142","False","False",""
"5","5","Item Shopkeep","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","142","False","False",""
"3","3","Item Shopkeep","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","142","False","False","0.02"
"1","1","Ivora, Insatiable Heir","j25","Near Mint","English","","","2024-11-24 19:39:48.927000","50","False","False",""
"1","1","Izzet Boilerworks","m3c","Near Mint","English","","","2025-02-12 09:57:14.543000","350","False","False",""
"1","1","Izzet Charm","2x2","Near Mint","English","","","2025-06-14 09:25:05.837000","230","False","False",""
"1","1","Izzet Generatorium","mh3","Near Mint","English","foil","","2025-01-16 19:40:38.033000","191","False","False",""
"1","1","Izzet Generatorium","mh3","Near Mint","English","","","2025-02-12 09:57:14.543000","191","False","False",""
"1","1","Izzet Generatorium","mh3","Near Mint","English","","","2025-02-12 11:20:40.577000","191","False","False","0.14"
"1","1","Izzet Guildgate","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","691","False","False",""
"1","1","Izzet Guildgate","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","691","False","False",""
"1","1","Izzet Signet","lcc","Near Mint","English","","","2024-11-22 15:15:33.823000","306","False","False",""
"1","1","Izzet Signet","lcc","Near Mint","English","","","2025-02-12 10:27:18.567000","306","False","True",""
"1","1","J. Jonah Jameson","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","81","False","False","0.02"
"1","1","Jace, Architect of Thought","nec","Near Mint","English","","","2024-11-22 20:34:38.470000","93","False","False",""
"1","1","Jace, Architect of Thought","cmm","Near Mint","English","","","2024-11-24 19:39:48.927000","851","False","False",""
"1","1","Jace, the Mind Sculptor","sld","Near Mint","English","","","2025-03-31 14:21:49.867000","8001","False","True",""
"2","2","Jackal, Genius Geneticist","spm","Near Mint","English","","","2025-09-23 09:54:41.323000","131","False","False","1.00"
"1","1","Jackdaw","acr","Near Mint","English","","","2024-11-24 19:39:48.927000","58","False","False",""
"1","1","Jade-Cast Sentinel","tdm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","243","False","False","0.09"
"2","2","Jade-Cast Sentinel","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","243","False","False","0.05"
"3","3","Jade-Cast Sentinel","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","243","False","False","0.09"
"1","1","Jaheira, Friend of the Forest","clb","Near Mint","English","","","2024-11-22 15:18:38.753000","237","False","True",""
"2","2","Jaheira's Respite","clb","Near Mint","English","foil","","2024-11-22 15:05:20.140000","238","False","True",""
"1","1","Jaheira's Respite","clb","Near Mint","English","foil","","2024-11-22 15:17:03.653000","238","False","True",""
"1","1","James, Wandering Dad // Follow Him","pip","Near Mint","English","","","2025-02-12 09:57:21.140000","31","False","False",""
"1","1","Jamie McCrimmon","who","Near Mint","English","","","2024-11-22 15:16:16.183000","105","False","False",""
"1","1","Jan Jansen, Chaos Crafter","clb","Near Mint","English","foil","","2024-11-24 19:39:48.927000","277","False","False",""
"1","1","Jangling Automaton","wth","Near Mint","English","","","2024-11-22 15:18:30.103000","151","False","True",""
"1","1","Jazal Goldmane","clb","Near Mint","English","","","2024-11-22 15:20:35.913000","697","False","False",""
"1","1","Jecht, Reluctant Guardian // Braska's Final Aeon","fin","Near Mint","English","foil","","2025-09-19 09:34:34.773000","104","False","False","0.77"
"1","1","Jenny Flint","who","Near Mint","English","","","2024-11-22 15:20:39.097000","136","False","False",""
"1","1","Jenny, Generated Anomaly","who","Near Mint","English","","","2024-11-22 15:20:30.043000","137","False","False",""
"4","4","Jenova, Ancient Calamity","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","228","False","False",""
"1","1","Jeska, Thrice Reborn","cmr","Near Mint","English","","","2025-01-11 17:33:57.210000","513","False","False",""
"1","1","Jeskai Brushmaster","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","195","False","False","0.07"
"3","3","Jeskai Devotee","tdm","Near Mint","English","","","2025-05-06 15:17:00.747000","110","False","False","0.09"
"3","3","Jeskai Devotee","tdm","Near Mint","English","","","2025-07-26 09:18:22.063000","110","False","False","0.04"
"1","1","Jeskai Devotee","tdm","Near Mint","English","foil","","2025-07-26 09:18:22.063000","110","False","False","0.09"
"1","1","Jeska's Will","sld","Near Mint","English","","","2024-11-28 10:07:23.787000","1744","False","False",""
"1","1","Jeska's Will","sld","Near Mint","English","","","2025-02-12 10:27:15.140000","1744","False","True",""
"1","1","Jet Medallion","tmp","Near Mint","English","","","2024-11-22 15:19:07.940000","292","False","True",""
"1","1","Jetpack Death Seltzer","sunf","Near Mint","English","","","2025-07-26 09:57:00.937000","20","False","False","0.12"
"1","1","Jeweled Lotus","cmm","Near Mint","English","","","2024-11-22 15:18:44.773000","396","False","True",""
"1","1","Jhoira, Weatherlight Captain","eoc","Near Mint","English","","","2025-07-18 12:42:44.160000","118","False","False",""
"1","1","Jhoira's Familiar","dom","Near Mint","English","","","2025-03-31 14:21:49.867000","220","False","True",""
"1","1","Jiang Yanggu, Wildcrafter","war","Near Mint","English","","","2024-11-24 19:39:48.927000","164","False","False",""
"1","1","Jibbirik Omnivore","dft","Near Mint","English","foil","","2025-02-12 11:20:40.577000","166","False","False","0.03"
"2","2","Jidoor, Aristocratic Capital // Overture","fin","Near Mint","German","","","2025-07-26 09:17:37.360000","284","False","False",""
"1","1","Jill, Shiva's Dominant // Shiva, Warden of Ice","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","58","False","False","0.51"
"2","2","Jin-Gitaxias, Core Augur","sld","Near Mint","Phyrexian","","","2024-11-28 10:09:23.657000","210","False","True",""
"1","1","Jin-Gitaxias, Progress Tyrant","neo","Near Mint","English","foil","","2025-03-31 14:21:49.867000","514","False","True",""
"1","1","Jo Grant","who","Near Mint","English","","","2024-11-22 15:16:16.183000","23","False","False",""
"2","2","Jodah, the Unifier","fca","Near Mint","English","","","2025-07-26 09:17:37.360000","17","False","False",""
"1","1","Jolene, Plundering Pugilist","otj","Near Mint","English","","","2024-11-22 15:18:38.753000","210","False","True",""
"1","1","Jolene, the Plunder Queen","ncc","Near Mint","English","","","2024-11-22 15:18:38.753000","73","False","True",""
"1","1","Jolrael, Empress of Beasts","tsb","Near Mint","English","foil","","2024-11-22 15:17:03.653000","81","False","True",""
"1","1","Jolted Awake","mh3","Near Mint","English","","","2025-02-12 09:57:14.543000","33","False","False",""
"1","1","Jolted Awake","mh3","Near Mint","English","foil","","2024-11-24 19:39:48.927000","33","False","False",""
"1","1","Jon Irenicus, Shattered One","clb","Near Mint","English","etched","","2024-11-22 15:15:45.803000","536","False","True",""
"1","1","Jon Irenicus, Shattered One","clb","Near Mint","English","etched","","2025-04-02 13:57:11.097000","536","False","False",""
"1","1","Joraga Treespeaker","sld","Near Mint","English","","","2025-02-12 10:27:09.303000","1281","False","True",""
"2","2","Joshua, Phoenix's Dominant // Phoenix, Warden of Fire","fin","Near Mint","English","","","2025-07-26 09:17:37.360000","397","False","False",""
"1","1","Joshua, Phoenix's Dominant // Phoenix, Warden of Fire","fin","Near Mint","English","foil","","2025-09-19 09:34:34.773000","229","False","False","2.56"
"1","1","Joust Through","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","19","False","False",""
"2","2","Joust Through","fdn","Near Mint","English","","","2024-11-22 14:40:56.793000","19","False","False",""
"1","1","Judge Magister Gabranth","fin","Near Mint","English","","","2025-09-19 09:34:34.773000","230","False","False","0.09"
"1","1","Judgment Bolt","fin","Near Mint","English","","","2025-06-08 10:39:10.937000","559","False","False",""
"1","1","Judith, Carnage Connoisseur","mkm","Near Mint","English","","","2025-07-26 09:18:22.063000","363","False","False","0.35"
"1","1","Judoon Enforcers","who","Near Mint","English","","","2024-11-22 15:20:30.043000","138","False","False",""
"1","1","Juggernaut","fdn","Near Mint","English","foil","","2024-11-24 19:39:48.927000","255","False","False",""
"1","1","Jukai Trainee","neo","Near Mint","English","","","2024-12-30 11:55:39.157000","326","False","False",""
"1","1","Jump Scare","dsk","Near Mint","English","","","2024-11-24 19:39:48.927000","17","False","False",""
"1","1","Jungle Delver","xln","Near Mint","English","","","2024-11-24 19:39:48.927000","195","False","False",""
"2","2","Jungle Hollow","fdn","Near Mint","English","","","2024-11-24 18:24:36.417000","263","False","False",""
